Track name: p232_001	PESQ: 2.926636	CSIG: 4.284055	CBAK: 3.262715	COVL: 3.584717	SSNR: 7.161749	STOI: 0.896450	
Track name: p232_396	PESQ: 2.168370	CSIG: 3.745734	CBAK: 2.914662	COVL: 2.954305	SSNR: 6.494182	STOI: 0.949907	
Track name: p232_397	PESQ: 2.496948	CSIG: 3.959674	CBAK: 3.000817	COVL: 3.228262	SSNR: 5.298842	STOI: 0.996657	
Track name: p232_398	PESQ: 1.732828	CSIG: 3.190084	CBAK: 2.298538	COVL: 2.424401	SSNR: 1.494815	STOI: 0.960973	
Track name: p232_399	PESQ: 1.360817	CSIG: 2.533412	CBAK: 1.767742	COVL: 1.876962	SSNR: -2.660820	STOI: 0.886722	
Track name: p232_400	PESQ: 3.143537	CSIG: 4.759005	CBAK: 3.576020	COVL: 3.974436	SSNR: 8.556270	STOI: 0.999597	
Track name: p232_402	PESQ: 1.870457	CSIG: 2.869217	CBAK: 2.134851	COVL: 2.309568	SSNR: -1.060379	STOI: 0.953855	
Track name: p232_403	PESQ: 1.380384	CSIG: 2.466581	CBAK: 2.329871	COVL: 1.920493	SSNR: 3.165726	STOI: 0.945461	
Track name: p232_404	PESQ: 2.252538	CSIG: 3.719655	CBAK: 2.746561	COVL: 2.961662	SSNR: 4.164060	STOI: 0.983003	
Track name: p232_405	PESQ: 1.883055	CSIG: 3.602147	CBAK: 2.615037	COVL: 2.737464	SSNR: 3.961255	STOI: 0.973840	
Track name: p232_407	PESQ: 1.225793	CSIG: 1.851963	CBAK: 1.665863	COVL: 1.473856	SSNR: -3.436076	STOI: 0.752313	
Track name: p232_409	PESQ: 1.273821	CSIG: 2.432468	CBAK: 1.645409	COVL: 1.771363	SSNR: -3.438382	STOI: 0.881495	
Track name: p232_410	PESQ: 2.079786	CSIG: 3.577959	CBAK: 2.640722	COVL: 2.825107	SSNR: 2.861540	STOI: 0.948928	
Track name: p232_411	PESQ: 2.840635	CSIG: 4.186154	CBAK: 3.067266	COVL: 3.510396	SSNR: 3.926785	STOI: 0.971927	
Track name: p232_412	PESQ: 1.792575	CSIG: 3.274340	CBAK: 2.667132	COVL: 2.513910	SSNR: 6.124884	STOI: 0.935905	
Track name: p232_413	PESQ: 3.191099	CSIG: 4.411894	CBAK: 3.207696	COVL: 3.803197	SSNR: 3.342233	STOI: 0.999473	
Track name: p232_414	PESQ: 1.435264	CSIG: 2.384048	CBAK: 1.806688	COVL: 1.839182	SSNR: -2.561023	STOI: 0.857616	
Track name: p232_415	PESQ: 1.128156	CSIG: 2.057284	CBAK: 1.530441	COVL: 1.501098	SSNR: -3.716205	STOI: 0.823637	
Track name: p257_001	PESQ: 2.761752	CSIG: 4.383872	CBAK: 3.356317	COVL: 3.579947	SSNR: 8.628541	STOI: 0.976716	
Track name: p257_002	PESQ: 2.445620	CSIG: 4.257934	CBAK: 2.985586	COVL: 3.359117	SSNR: 5.077775	STOI: 0.988265	
Track name: p257_003	PESQ: 1.777403	CSIG: 3.488863	CBAK: 2.406097	COVL: 2.610389	SSNR: 2.211154	STOI: 0.949931	
Track name: p257_004	PESQ: 1.654132	CSIG: 3.179377	CBAK: 1.827194	COVL: 2.360591	SSNR: -4.563883	STOI: 0.967799	
Track name: p257_006	PESQ: 2.179324	CSIG: 3.957166	CBAK: 3.254694	COVL: 3.076778	SSNR: 11.291173	STOI: 0.968368	
Track name: p257_007	PESQ: 1.388015	CSIG: 2.795282	CBAK: 2.281200	COVL: 2.047364	SSNR: 4.121170	STOI: 0.918091	
Track name: p257_008	PESQ: 1.249357	CSIG: 2.666648	CBAK: 2.072395	COVL: 1.910716	SSNR: 1.974574	STOI: 0.904486	
Track name: p257_009	PESQ: 1.085681	CSIG: 1.961692	CBAK: 1.580143	COVL: 1.429446	SSNR: -2.488704	STOI: 0.798539	
Track name: p257_010	PESQ: 2.491981	CSIG: 3.836214	CBAK: 3.066657	COVL: 3.170444	SSNR: 6.111938	STOI: 0.973151	
Track name: p257_011	PESQ: 2.648167	CSIG: 4.200734	CBAK: 3.360265	COVL: 3.448169	SSNR: 8.817120	STOI: 0.986095	
Track name: p257_012	PESQ: 1.600455	CSIG: 2.995865	CBAK: 2.308500	COVL: 2.298207	SSNR: 1.014457	STOI: 0.961470	
Track name: p257_013	PESQ: 1.119415	CSIG: 2.398604	CBAK: 1.646116	COVL: 1.689524	SSNR: -2.827538	STOI: 0.879997	
Track name: p257_014	PESQ: 3.328726	CSIG: 4.870385	CBAK: 3.887512	COVL: 4.137066	SSNR: 11.492026	STOI: 0.994375	
Track name: p257_015	PESQ: 3.389054	CSIG: 4.882125	CBAK: 3.650534	COVL: 4.165644	SSNR: 7.613178	STOI: 0.996046	
Track name: p257_016	PESQ: 2.309035	CSIG: 3.882980	CBAK: 2.712830	COVL: 3.102270	SSNR: 1.842374	STOI: 0.988595	
Track name: p257_017	PESQ: 1.540835	CSIG: 3.234476	CBAK: 2.004707	COVL: 2.365711	SSNR: -2.424945	STOI: 0.969736	
Track name: p257_018	PESQ: 2.788980	CSIG: 4.454993	CBAK: 3.502128	COVL: 3.644776	SSNR: 10.045014	STOI: 0.987847	
Track name: p257_019	PESQ: 1.981054	CSIG: 3.872420	CBAK: 2.836855	COVL: 2.936175	SSNR: 6.089011	STOI: 0.982916	
Track name: p257_020	PESQ: 1.332343	CSIG: 3.060140	CBAK: 2.074211	COVL: 2.173602	SSNR: 0.263862	STOI: 0.944606	
Track name: p257_022	PESQ: 1.367463	CSIG: 3.179867	CBAK: 2.005988	COVL: 2.246963	SSNR: -0.911652	STOI: 0.939917	
Track name: p257_023	PESQ: 3.122779	CSIG: 4.753362	CBAK: 3.856416	COVL: 3.971072	SSNR: 12.727163	STOI: 0.995119	
Track name: p257_024	PESQ: 3.456815	CSIG: 4.964451	CBAK: 3.763000	COVL: 4.243983	SSNR: 8.745060	STOI: 0.996072	
Track name: p257_025	PESQ: 2.652791	CSIG: 4.229547	CBAK: 2.733078	COVL: 3.432001	SSNR: 0.273552	STOI: 0.981919	
Track name: p257_026	PESQ: 1.468046	CSIG: 3.359879	CBAK: 1.802003	COVL: 2.385546	SSNR: -4.834387	STOI: 0.923245	
Track name: p257_027	PESQ: 1.370512	CSIG: 3.508072	CBAK: 2.819251	COVL: 2.447929	SSNR: 10.382676	STOI: 0.977131	
Track name: p257_028	PESQ: 1.615356	CSIG: 2.847262	CBAK: 2.312540	COVL: 2.189151	SSNR: 2.844194	STOI: 0.928042	
Track name: p257_029	PESQ: 1.162019	CSIG: 2.519197	CBAK: 1.705425	COVL: 1.776421	SSNR: -2.446424	STOI: 0.877863	
Track name: p257_030	PESQ: 1.169703	CSIG: 2.876579	CBAK: 1.748629	COVL: 1.981128	SSNR: -2.832464	STOI: 0.919852	
Track name: p257_031	PESQ: 2.256372	CSIG: 3.350139	CBAK: 2.752670	COVL: 2.742717	SSNR: 5.863028	STOI: 0.855113	
Track name: p257_032	PESQ: 1.818980	CSIG: 3.307305	CBAK: 2.245162	COVL: 2.510561	SSNR: 0.684310	STOI: 0.962642	
Track name: p257_033	PESQ: 1.184269	CSIG: 2.352199	CBAK: 1.734746	COVL: 1.713500	SSNR: -2.543584	STOI: 0.902985	
Track name: p257_034	PESQ: 1.256648	CSIG: 2.390795	CBAK: 1.581159	COVL: 1.738136	SSNR: -4.159610	STOI: 0.889478	
Track name: p257_035	PESQ: 3.248611	CSIG: 4.750408	CBAK: 3.651748	COVL: 4.032488	SSNR: 8.552575	STOI: 0.998452	
Track name: p257_036	PESQ: 1.416513	CSIG: 3.503400	CBAK: 2.169667	COVL: 2.458941	SSNR: 0.158626	STOI: 0.981573	
Track name: p257_037	PESQ: 1.639648	CSIG: 3.237996	CBAK: 2.101137	COVL: 2.413705	SSNR: -1.483033	STOI: 0.947300	
Track name: p257_038	PESQ: 2.088673	CSIG: 3.827674	CBAK: 2.445386	COVL: 2.963104	SSNR: -0.714388	STOI: 0.980934	
Track name: p257_039	PESQ: 2.583259	CSIG: 4.433188	CBAK: 3.374030	COVL: 3.533453	SSNR: 9.422423	STOI: 0.982033	
Track name: p257_040	PESQ: 1.629798	CSIG: 3.385259	CBAK: 2.431223	COVL: 2.493268	SSNR: 3.334920	STOI: 0.967062	
Track name: p257_041	PESQ: 1.127530	CSIG: 2.737517	CBAK: 1.945220	COVL: 1.892838	SSNR: 0.511079	STOI: 0.904090	
Track name: p257_042	PESQ: 1.045031	CSIG: 2.527615	CBAK: 1.445528	COVL: 1.712806	SSNR: -5.299533	STOI: 0.738330	
Track name: p257_043	PESQ: 1.805497	CSIG: 3.711015	CBAK: 2.718175	COVL: 2.747402	SSNR: 6.410101	STOI: 0.972395	
Track name: p257_044	PESQ: 2.652779	CSIG: 4.243314	CBAK: 2.943263	COVL: 3.449843	SSNR: 3.125343	STOI: 0.985070	
Track name: p257_045	PESQ: 1.639838	CSIG: 3.450992	CBAK: 1.947875	COVL: 2.510754	SSNR: -3.519487	STOI: 0.968685	
Track name: p257_046	PESQ: 2.553415	CSIG: 4.150246	CBAK: 2.558428	COVL: 3.335217	SSNR: -1.429899	STOI: 0.887589	
Track name: p257_047	PESQ: 1.293998	CSIG: 3.114978	CBAK: 2.420777	COVL: 2.180605	SSNR: 6.096349	STOI: 0.955150	
Track name: p257_048	PESQ: 1.416216	CSIG: 3.194224	CBAK: 2.176999	COVL: 2.273161	SSNR: 1.678018	STOI: 0.936638	
Track name: p257_049	PESQ: 1.250970	CSIG: 2.825662	CBAK: 2.073672	COVL: 1.990380	SSNR: 1.994551	STOI: 0.938277	
Track name: p257_050	PESQ: 1.031030	CSIG: 1.429718	CBAK: 1.303544	COVL: 1.098922	SSNR: -4.779992	STOI: 0.639586	
Track name: p257_051	PESQ: 2.451727	CSIG: 4.058849	CBAK: 3.210111	COVL: 3.259001	SSNR: 8.777794	STOI: 0.991965	
Track name: p257_052	PESQ: 2.156345	CSIG: 3.570623	CBAK: 2.497426	COVL: 2.836319	SSNR: 1.054563	STOI: 0.948935	
Track name: p257_053	PESQ: 1.081104	CSIG: 2.643218	CBAK: 1.674105	COVL: 1.808431	SSNR: -2.821306	STOI: 0.891257	
Track name: p257_054	PESQ: 1.082661	CSIG: 1.878511	CBAK: 1.414808	COVL: 1.395857	SSNR: -5.500987	STOI: 0.811674	
Track name: p257_055	PESQ: 3.463765	CSIG: 4.945872	CBAK: 3.689778	COVL: 4.238302	SSNR: 7.527703	STOI: 0.995801	
Track name: p257_056	PESQ: 2.738903	CSIG: 4.182476	CBAK: 2.900345	COVL: 3.470427	SSNR: 1.466107	STOI: 0.975277	
Track name: p257_057	PESQ: 2.280434	CSIG: 3.893948	CBAK: 2.490434	COVL: 3.084580	SSNR: -1.087204	STOI: 0.986220	
Track name: p257_058	PESQ: 1.220723	CSIG: 2.749176	CBAK: 1.722460	COVL: 1.942513	SSNR: -3.591494	STOI: 0.966256	
Track name: p257_059	PESQ: 1.741859	CSIG: 3.653093	CBAK: 2.765483	COVL: 2.689790	SSNR: 7.496554	STOI: 0.981595	
Track name: p257_060	PESQ: 1.675373	CSIG: 3.442075	CBAK: 2.281860	COVL: 2.534110	SSNR: 1.078326	STOI: 0.931355	
Track name: p257_061	PESQ: 1.268193	CSIG: 2.726348	CBAK: 1.707579	COVL: 1.926332	SSNR: -2.919259	STOI: 0.873116	
Track name: p257_062	PESQ: 1.166293	CSIG: 2.664416	CBAK: 1.595081	COVL: 1.854152	SSNR: -4.376437	STOI: 0.869762	
Track name: p257_063	PESQ: 2.039917	CSIG: 3.522220	CBAK: 2.747329	COVL: 2.759797	SSNR: 5.624718	STOI: 0.922496	
Track name: p257_064	PESQ: 1.288413	CSIG: 3.327344	CBAK: 1.977098	COVL: 2.279980	SSNR: -0.750828	STOI: 0.951948	
Track name: p257_065	PESQ: 1.694388	CSIG: 3.366004	CBAK: 2.183864	COVL: 2.516667	SSNR: -1.097543	STOI: 0.962131	
Track name: p257_066	PESQ: 1.411213	CSIG: 3.280020	CBAK: 1.859166	COVL: 2.318666	SSNR: -3.564347	STOI: 0.916403	
Track name: p257_067	PESQ: 1.105361	CSIG: 2.672872	CBAK: 2.252313	COVL: 1.848608	SSNR: 5.592147	STOI: 0.930442	
Track name: p257_068	PESQ: 1.619427	CSIG: 3.417832	CBAK: 2.243402	COVL: 2.487490	SSNR: 1.170244	STOI: 0.935163	
Track name: p257_069	PESQ: 1.172788	CSIG: 1.880838	CBAK: 1.736171	COVL: 1.457740	SSNR: -1.754137	STOI: 0.756152	
Track name: p257_070	PESQ: 1.089995	CSIG: 1.445228	CBAK: 1.389486	COVL: 1.158230	SSNR: -4.824416	STOI: 0.698310	
Track name: p257_071	PESQ: 2.229092	CSIG: 3.981578	CBAK: 3.011943	COVL: 3.098998	SSNR: 7.723811	STOI: 0.975938	
Track name: p257_072	PESQ: 1.468564	CSIG: 2.970149	CBAK: 2.142057	COVL: 2.160459	SSNR: 1.944113	STOI: 0.914427	
Track name: p257_073	PESQ: 1.319060	CSIG: 2.868457	CBAK: 1.949958	COVL: 2.072709	SSNR: -1.660115	STOI: 0.928116	
Track name: p257_074	PESQ: 1.168278	CSIG: 2.576009	CBAK: 1.462931	COVL: 1.783232	SSNR: -5.258368	STOI: 0.889829	
Track name: p257_075	PESQ: 3.385410	CSIG: 4.834040	CBAK: 3.538110	COVL: 4.132931	SSNR: 6.162396	STOI: 0.991565	
Track name: p257_076	PESQ: 2.592798	CSIG: 4.070509	CBAK: 2.881795	COVL: 3.339936	SSNR: 2.324382	STOI: 0.966812	
Track name: p257_077	PESQ: 1.976905	CSIG: 3.600056	CBAK: 2.346121	COVL: 2.775537	SSNR: -0.654601	STOI: 0.969486	
Track name: p257_078	PESQ: 1.181020	CSIG: 2.912177	CBAK: 1.827867	COVL: 2.021580	SSNR: -2.410681	STOI: 0.981421	
Track name: p257_079	PESQ: 1.995243	CSIG: 3.833366	CBAK: 2.956270	COVL: 2.919131	SSNR: 8.087272	STOI: 0.972209	
Track name: p257_080	PESQ: 1.347308	CSIG: 3.265443	CBAK: 2.323772	COVL: 2.296316	SSNR: 3.538611	STOI: 0.970753	
Track name: p257_081	PESQ: 1.165241	CSIG: 2.400625	CBAK: 1.642836	COVL: 1.715564	SSNR: -3.310747	STOI: 0.758711	
Track name: p257_082	PESQ: 1.144802	CSIG: 2.694953	CBAK: 1.660317	COVL: 1.869984	SSNR: -3.684113	STOI: 0.871139	
Track name: p257_083	PESQ: 4.020733	CSIG: 5.000000	CBAK: 4.094592	COVL: 4.754583	SSNR: 9.527102	STOI: 0.998152	
Track name: p257_084	PESQ: 2.541376	CSIG: 4.315330	CBAK: 3.040772	COVL: 3.438795	SSNR: 5.105355	STOI: 0.983822	
Track name: p257_085	PESQ: 1.394464	CSIG: 3.086405	CBAK: 2.187294	COVL: 2.228410	SSNR: 1.130543	STOI: 0.956075	
Track name: p257_086	PESQ: 1.357500	CSIG: 3.426799	CBAK: 1.876330	COVL: 2.362988	SSNR: -2.814401	STOI: 0.930048	
Track name: p257_087	PESQ: 1.701494	CSIG: 2.956924	CBAK: 2.542001	COVL: 2.292867	SSNR: 5.583717	STOI: 0.875839	
Track name: p257_088	PESQ: 1.317085	CSIG: 3.033391	CBAK: 2.329595	COVL: 2.152695	SSNR: 4.428591	STOI: 0.947052	
Track name: p257_089	PESQ: 1.236947	CSIG: 2.776164	CBAK: 1.967259	COVL: 1.959909	SSNR: 0.357257	STOI: 0.911213	
Track name: p257_090	PESQ: 1.054581	CSIG: 1.000000	CBAK: 1.309579	COVL: 1.000000	SSNR: -5.897126	STOI: 0.663682	
Track name: p257_091	PESQ: 1.787145	CSIG: 2.966162	CBAK: 2.683842	COVL: 2.376150	SSNR: 5.624027	STOI: 0.942541	
Track name: p257_092	PESQ: 1.508242	CSIG: 2.938350	CBAK: 1.993506	COVL: 2.163091	SSNR: -0.645176	STOI: 0.793175	
Track name: p257_093	PESQ: 1.173725	CSIG: 2.367503	CBAK: 1.382563	COVL: 1.657074	SSNR: -5.466751	STOI: 0.856608	
Track name: p257_094	PESQ: 1.054085	CSIG: 2.265024	CBAK: 1.341705	COVL: 1.558978	SSNR: -5.793914	STOI: 0.689178	
Track name: p257_095	PESQ: 3.650330	CSIG: 5.000000	CBAK: 4.055308	COVL: 4.436782	SSNR: 11.477123	STOI: 0.997199	
Track name: p257_096	PESQ: 2.672122	CSIG: 4.319855	CBAK: 2.904432	COVL: 3.502945	SSNR: 2.130913	STOI: 0.927666	
Track name: p257_097	PESQ: 2.265710	CSIG: 3.904426	CBAK: 2.515294	COVL: 3.081119	SSNR: -0.526259	STOI: 0.970958	
Track name: p257_098	PESQ: 1.134882	CSIG: 2.826460	CBAK: 1.586628	COVL: 1.944670	SSNR: -5.406827	STOI: 0.769539	
Track name: p257_099	PESQ: 2.619850	CSIG: 4.265356	CBAK: 3.207819	COVL: 3.456453	SSNR: 7.033839	STOI: 0.980391	
Track name: p257_100	PESQ: 1.271447	CSIG: 3.173958	CBAK: 2.214429	COVL: 2.192493	SSNR: 3.259572	STOI: 0.875104	
Track name: p257_101	PESQ: 1.295765	CSIG: 3.055796	CBAK: 1.979920	COVL: 2.134812	SSNR: -0.155314	STOI: 0.927205	
Track name: p257_102	PESQ: 1.099210	CSIG: 2.299349	CBAK: 1.641757	COVL: 1.627644	SSNR: -2.642483	STOI: 0.854833	
Track name: p257_103	PESQ: 2.815036	CSIG: 4.133676	CBAK: 3.051190	COVL: 3.460114	SSNR: 4.361262	STOI: 0.982044	
Track name: p257_104	PESQ: 2.996148	CSIG: 4.649079	CBAK: 3.203042	COVL: 3.842499	SSNR: 3.878276	STOI: 0.939855	
Track name: p257_105	PESQ: 1.538792	CSIG: 3.239487	CBAK: 2.277229	COVL: 2.366742	SSNR: 1.935277	STOI: 0.897358	
Track name: p257_106	PESQ: 1.482054	CSIG: 3.277898	CBAK: 2.018125	COVL: 2.353411	SSNR: -1.579941	STOI: 0.955151	
Track name: p257_107	PESQ: 1.974573	CSIG: 3.391729	CBAK: 2.837653	COVL: 2.664206	SSNR: 7.451402	STOI: 0.927387	
Track name: p257_108	PESQ: 1.090462	CSIG: 2.651535	CBAK: 1.941109	COVL: 1.819734	SSNR: 1.238340	STOI: 0.932417	
Track name: p257_109	PESQ: 1.370362	CSIG: 2.819788	CBAK: 2.197986	COVL: 2.062224	SSNR: 2.424043	STOI: 0.956104	
Track name: p257_110	PESQ: 1.062362	CSIG: 2.016990	CBAK: 1.606981	COVL: 1.449603	SSNR: -2.080414	STOI: 0.761036	
Track name: p257_111	PESQ: 1.787020	CSIG: 2.652713	CBAK: 2.761410	COVL: 2.207600	SSNR: 7.408039	STOI: 0.931311	
Track name: p257_112	PESQ: 1.506619	CSIG: 2.750244	CBAK: 2.304946	COVL: 2.108042	SSNR: 2.576198	STOI: 0.930484	
Track name: p257_113	PESQ: 1.226861	CSIG: 2.679470	CBAK: 1.821849	COVL: 1.907776	SSNR: -1.921572	STOI: 0.854325	
Track name: p257_114	PESQ: 1.056893	CSIG: 1.450281	CBAK: 1.371256	COVL: 1.157607	SSNR: -5.460870	STOI: 0.758979	
Track name: p257_115	PESQ: 3.095466	CSIG: 4.653934	CBAK: 3.562985	COVL: 3.901138	SSNR: 8.570615	STOI: 0.991986	
Track name: p257_116	PESQ: 1.743364	CSIG: 3.876177	CBAK: 2.774424	COVL: 2.835801	SSNR: 6.117989	STOI: 0.996978	
Track name: p257_117	PESQ: 1.947073	CSIG: 3.726769	CBAK: 2.380641	COVL: 2.836041	SSNR: -0.431906	STOI: 0.972460	
Track name: p257_118	PESQ: 1.624052	CSIG: 3.247708	CBAK: 2.105207	COVL: 2.412648	SSNR: -1.387587	STOI: 0.988307	
Track name: p257_119	PESQ: 2.686560	CSIG: 4.315229	CBAK: 3.325379	COVL: 3.512760	SSNR: 8.490410	STOI: 0.929001	
Track name: p257_120	PESQ: 1.119517	CSIG: 2.790167	CBAK: 1.849962	COVL: 1.888298	SSNR: 0.235842	STOI: 0.870165	
Track name: p257_121	PESQ: 1.291977	CSIG: 3.055137	CBAK: 2.044460	COVL: 2.145455	SSNR: 0.330251	STOI: 0.932768	
Track name: p257_122	PESQ: 1.086045	CSIG: 2.418861	CBAK: 1.515012	COVL: 1.690477	SSNR: -4.995684	STOI: 0.874040	
Track name: p257_123	PESQ: 3.745347	CSIG: 5.000000	CBAK: 3.807560	COVL: 4.499683	SSNR: 7.374059	STOI: 0.998150	
Track name: p257_124	PESQ: 2.316385	CSIG: 3.876296	CBAK: 2.628505	COVL: 3.077878	SSNR: 1.539768	STOI: 0.934318	
Track name: p257_125	PESQ: 1.182046	CSIG: 2.841363	CBAK: 1.783099	COVL: 1.979988	SSNR: -2.826172	STOI: 0.805410	
Track name: p257_126	PESQ: 1.342939	CSIG: 3.251532	CBAK: 1.709373	COVL: 2.265029	SSNR: -5.204311	STOI: 0.886891	
Track name: p257_127	PESQ: 2.242469	CSIG: 3.903374	CBAK: 3.146582	COVL: 3.068261	SSNR: 9.696914	STOI: 0.949605	
Track name: p257_128	PESQ: 1.671140	CSIG: 3.219876	CBAK: 2.468275	COVL: 2.422006	SSNR: 4.043290	STOI: 0.950432	
Track name: p257_129	PESQ: 1.175132	CSIG: 2.235691	CBAK: 1.748036	COVL: 1.619099	SSNR: -0.861470	STOI: 0.742008	
Track name: p257_130	PESQ: 1.101478	CSIG: 1.724968	CBAK: 1.518350	COVL: 1.321403	SSNR: -3.667264	STOI: 0.756444	
Track name: p257_131	PESQ: 2.377928	CSIG: 3.591565	CBAK: 2.674770	COVL: 2.932591	SSNR: 3.335662	STOI: 0.949922	
Track name: p257_132	PESQ: 1.222246	CSIG: 2.650702	CBAK: 2.239052	COVL: 1.935839	SSNR: 2.765947	STOI: 0.948622	
Track name: p257_133	PESQ: 1.205867	CSIG: 2.657804	CBAK: 1.741194	COVL: 1.857496	SSNR: -1.769289	STOI: 0.894579	
Track name: p257_135	PESQ: 1.150591	CSIG: 2.611778	CBAK: 1.650808	COVL: 1.823128	SSNR: -3.509149	STOI: 0.893753	
Track name: p257_136	PESQ: 3.530040	CSIG: 5.000000	CBAK: 3.864854	COVL: 4.299167	SSNR: 9.857701	STOI: 0.995678	
Track name: p257_137	PESQ: 2.294598	CSIG: 3.895519	CBAK: 2.774206	COVL: 3.096212	SSNR: 3.146728	STOI: 0.937455	
Track name: p257_138	PESQ: 1.326832	CSIG: 3.270063	CBAK: 2.013566	COVL: 2.283919	SSNR: -1.038001	STOI: 0.940290	
Track name: p257_139	PESQ: 1.190216	CSIG: 2.706404	CBAK: 1.716147	COVL: 1.908839	SSNR: -3.592985	STOI: 0.824239	
Track name: p257_140	PESQ: 1.841458	CSIG: 3.295114	CBAK: 2.602471	COVL: 2.531880	SSNR: 5.478878	STOI: 0.831873	
Track name: p257_141	PESQ: 1.477867	CSIG: 3.227798	CBAK: 2.196235	COVL: 2.329526	SSNR: 1.139870	STOI: 0.951498	
Track name: p257_142	PESQ: 1.205960	CSIG: 2.934424	CBAK: 1.988680	COVL: 2.040614	SSNR: 0.156606	STOI: 0.907565	
Track name: p257_143	PESQ: 1.068045	CSIG: 2.194327	CBAK: 1.514485	COVL: 1.529393	SSNR: -3.093091	STOI: 0.757531	
Track name: p257_144	PESQ: 3.546335	CSIG: 5.000000	CBAK: 4.067093	COVL: 4.330635	SSNR: 13.003613	STOI: 0.996676	
Track name: p257_145	PESQ: 2.399911	CSIG: 4.214165	CBAK: 2.992023	COVL: 3.314311	SSNR: 5.524429	STOI: 0.974605	
Track name: p257_146	PESQ: 1.560338	CSIG: 3.348247	CBAK: 2.050689	COVL: 2.428050	SSNR: -1.661617	STOI: 0.936756	
Track name: p257_147	PESQ: 1.446180	CSIG: 3.186668	CBAK: 2.130825	COVL: 2.295807	SSNR: 0.221016	STOI: 0.944732	
Track name: p257_148	PESQ: 2.605406	CSIG: 4.278639	CBAK: 3.396195	COVL: 3.443358	SSNR: 10.680333	STOI: 0.972138	
Track name: p257_149	PESQ: 1.101048	CSIG: 2.621339	CBAK: 1.882471	COVL: 1.803709	SSNR: 0.506898	STOI: 0.906957	
Track name: p257_150	PESQ: 1.071610	CSIG: 1.656588	CBAK: 1.583028	COVL: 1.237456	SSNR: -0.878925	STOI: 0.814149	
Track name: p257_151	PESQ: 1.036265	CSIG: 1.231378	CBAK: 1.372296	COVL: 1.012660	SSNR: -4.159471	STOI: 0.672050	
Track name: p257_152	PESQ: 1.266075	CSIG: 3.117734	CBAK: 2.415751	COVL: 2.158571	SSNR: 6.638385	STOI: 0.900299	
Track name: p257_153	PESQ: 1.479302	CSIG: 2.943056	CBAK: 2.190652	COVL: 2.181551	SSNR: 1.349679	STOI: 0.942900	
Track name: p257_154	PESQ: 1.129716	CSIG: 1.669623	CBAK: 1.832149	COVL: 1.338885	SSNR: -0.255864	STOI: 0.867233	
Track name: p257_155	PESQ: 1.114444	CSIG: 2.357760	CBAK: 1.447635	COVL: 1.656510	SSNR: -5.491751	STOI: 0.876403	
Track name: p257_156	PESQ: 3.534193	CSIG: 5.000000	CBAK: 3.767686	COVL: 4.319895	SSNR: 8.320081	STOI: 0.998489	
Track name: p257_157	PESQ: 2.980044	CSIG: 4.488159	CBAK: 3.389280	COVL: 3.753698	SSNR: 6.983039	STOI: 0.989499	
Track name: p257_158	PESQ: 2.286119	CSIG: 3.959091	CBAK: 2.402489	COVL: 3.107965	SSNR: -2.001989	STOI: 0.938476	
Track name: p257_159	PESQ: 1.469465	CSIG: 3.011935	CBAK: 1.938403	COVL: 2.208518	SSNR: -2.476627	STOI: 0.905766	
Track name: p257_160	PESQ: 1.317201	CSIG: 3.299452	CBAK: 2.638874	COVL: 2.302376	SSNR: 8.577429	STOI: 0.958615	
Track name: p257_161	PESQ: 1.596569	CSIG: 3.636706	CBAK: 2.633233	COVL: 2.617117	SSNR: 6.109930	STOI: 0.953543	
Track name: p257_162	PESQ: 1.182066	CSIG: 2.842959	CBAK: 1.938822	COVL: 1.971779	SSNR: 0.042566	STOI: 0.933025	
Track name: p257_163	PESQ: 1.133852	CSIG: 2.315435	CBAK: 1.557977	COVL: 1.648359	SSNR: -4.024481	STOI: 0.854013	
Track name: p257_164	PESQ: 3.345639	CSIG: 4.859379	CBAK: 3.573398	COVL: 4.121372	SSNR: 7.204240	STOI: 0.991072	
Track name: p257_165	PESQ: 2.978799	CSIG: 4.465668	CBAK: 3.185935	COVL: 3.716771	SSNR: 4.871011	STOI: 0.980001	
Track name: p257_166	PESQ: 1.204838	CSIG: 2.543838	CBAK: 1.794157	COVL: 1.818318	SSNR: -1.715968	STOI: 0.868915	
Track name: p257_167	PESQ: 1.381550	CSIG: 2.961531	CBAK: 1.778495	COVL: 2.112533	SSNR: -3.179756	STOI: 0.933631	
Track name: p257_168	PESQ: 1.274995	CSIG: 3.252533	CBAK: 2.618507	COVL: 2.259507	SSNR: 8.495525	STOI: 0.973504	
Track name: p257_169	PESQ: 1.392893	CSIG: 2.920244	CBAK: 2.132143	COVL: 2.118846	SSNR: 1.416753	STOI: 0.945111	
Track name: p257_170	PESQ: 1.160070	CSIG: 2.326105	CBAK: 1.736450	COVL: 1.668377	SSNR: -1.455256	STOI: 0.890670	
Track name: p257_171	PESQ: 1.040065	CSIG: 1.593803	CBAK: 1.348072	COVL: 1.187679	SSNR: -4.254157	STOI: 0.741538	
Track name: p257_172	PESQ: 1.660428	CSIG: 2.756396	CBAK: 2.752310	COVL: 2.200551	SSNR: 7.991205	STOI: 0.936288	
Track name: p257_173	PESQ: 1.169592	CSIG: 2.643159	CBAK: 2.176532	COVL: 1.877167	SSNR: 3.421277	STOI: 0.915858	
Track name: p257_174	PESQ: 1.222118	CSIG: 2.609158	CBAK: 1.798820	COVL: 1.889982	SSNR: -3.114074	STOI: 0.915276	
